,company,cons,pros,rating,title
4035,Google,"All housing near HQ is priced for the top wage earners at Google so you can't buy a house and renting will eat your entire paycheck. Google's coding environment is designed for the lowest common denominator and twisted to support a nearly infinitely large codebase. 95% of your time will be waiting for spaghetti code to build, fighting code review trolls, following Google code style, trying to figure out bone-headed non-standard architectures, debugging your Google-modified world, wading through endless obsolete documents, and dealing with the politics of egomaniacs pushing their dumb new framework/storage/language/whatever in an attempt to gain recognition within a nearly infinite megacorp. Google uses almost nothing from the outside world so almost nothing learned can be applied to your career elsewhere. There are insufferable KoolAid guzzlers saying they love the ""startup culture,"" as if it was normal to write 100 lines of code in a day, wait a week for it to be committed, and then attend a party of 1000 strangers texting while a computerized DJ blasts retro pop music. For all of this effort, regardless of the official project title, what you're really doing is enabling the creepy collection of marketing data.","There are enough free food, amenities, and parties that you never need leave campus. Everybody is friendly. Lots of things to work on.",1.0,"""Be a cog"""
4036,Google,"Layers of management being imported from outside who do not understand the corporate ethos or culture. Changes for the sake of change and justifying a middle management role. Lack of business maturity, lack of structured vision, lack of fiscal responsibility. Restrictive career mobility between job ladders.","Smart people. Relatively fluid communications between management and employees and between teams. Senior management tries to stay in touch with employees. Good perks (food, microkitchens, transportation, etc.).",3.0,"""Corporate bureaucracy"""
4037,Google,"Can be bureaucratic, some people are coasting and thus no drive, and not all Googlers are that bright.","Focus on doing the right thing for the user, hyper growth, infinite financial resources, and fantastic perks.",5.0,"""Digital Media Manager"""
4038,Google,"still a big company. Legal and privacy restrictions are quite heavy. Internal bureaucracy is often streamlined as possible, but still exists. Revenue growth is slowing, which slows hiring and growth opportunities for some teams.","High degree of Autonomy and responsibility, large user base and resources to build stuff for them, smart people, good pay and benefits.",5.0,"""Group Product Manager"""
4039,Google,"Nothing to complain, work sometimes is hard but is interesting problem to solve.","Very good culture, people are on CE and talented. Food is great, perks are top.",5.0,"""Great company"""
4040,Google,"Nothing to complain, work sometimes is hard but is interesting problem to solve.","Very good culture, people are on CE and talented. Food is great, perks are top.",5.0,"""Great company"""
4041,Google,Red tape to doing anything,"Great people, friendly culture, infrastructure",5.0,"""best large company"""
4042,Google,sometimes need to work overtime.,"good salary, smart people, complete service, and so on.",4.0,"""Software Engineer"""
4043,Google,Company is getting so large that there is less room for impact and ownership overtime.,Opportunities for impact on many users,4.0,"""Good but getting worse"""
4044,Google,"light on processes, everything can be a one off.","amazing environment, surrounded by incredible smart people trying to change the world. Everyone thinks BIG! Constantly challenged",5.0,"""Director of sales"""
4045,Google,"It's google corporate style startup environment doesn't work. Time will tell. the interviews qlarge terrible, but cute. Anybody 20th half a brain can pass them.",It's google-smart folks. Flexible schedules allow for optimum work life balance. who runs the world- aapl and goog. Who else?,2.0,"""MD"""
4046,Google,"Sometimes very chaotic environment. Lots of very young, new people who don't always know the best way to do things","Freedom to do what you love. Great, smart people, great benefits. Projects that make a difference in the world.",5.0,"""Best place I've ever worked"""
4047,Google,No cons. Working here is great.,Excellent benefits and intelligent people. Everyday was a pleasure to be there.,5.0,"""Marketing"""
4048,Google,"Hours Management Uncomfortable seating arrangements. they try to act like they care for their workers, but the smell of money is everywhere.","Salary Benefits Co-workers Internet speeds I was a fan of how the place was set up, an interesting vibe for sure.",5.0,"""Alright, but could have been better"""
4049,Google,Low quality of talent entering the company as it grows. This forces higher performers to pick up the slack.,"Great pay, benefits, and flexible schedule",4.0,"""Technical Writer"""
